city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Boussaada  Boussaada,Algeria,DZ,Ain Eddis,http://airportsbase.org/Algeria/all/Boussaada/Ain_Eddis,DAAD,BUJ,"35° 19' 57"" N","4° 12' 23"" E",http://airportsbase.org/Algeria/all/Boussaada/Ain_Eddis
Chelghoum Laid  Chelghoum Laid,Algeria,DZ,Airport of Chelghoum Laid,http://airportsbase.org/Algeria/all/Chelghoum_Laid/Airport_of_Chelghoum_Laid, ,QGM,,,http://airportsbase.org/Algeria/all/Chelghoum_Laid/Airport_of_Chelghoum_Laid
Chenachene  Chenachene,Algeria,DZ,Airport of Chenachene,http://airportsbase.org/Algeria/all/Chenachene/Airport_of_Chenachene,DAOH,,,,http://airportsbase.org/Algeria/all/Chenachene/Airport_of_Chenachene
Cheraga  Cheraga,Algeria,DZ,Airport of Cheraga,http://airportsbase.org/Algeria/all/Cheraga/Airport_of_Cheraga,DAAX,,,,http://airportsbase.org/Algeria/all/Cheraga/Airport_of_Cheraga
Cherchell  Cherchell,Algeria,DZ,Airport of Cherchell,http://airportsbase.org/Algeria/all/Cherchell/Airport_of_Cherchell, ,ZZC,,,http://airportsbase.org/Algeria/all/Cherchell/Airport_of_Cherchell
Collo  Collo,Algeria,DZ,Airport of Collo,http://airportsbase.org/Algeria/all/Collo/Airport_of_Collo, ,QOL,,,http://airportsbase.org/Algeria/all/Collo/Airport_of_Collo
Constantine  Constantine,Algeria,DZ,Mohammed Boudiaf/ Ain El Bey,http://airportsbase.org/Algeria/all/Constantine/Mohammed_Boudiaf_Ain_El_Bey,DABC,CZL,"36° 17' 7"" N","6° 37' 9"" E",http://airportsbase.org/Algeria/all/Constantine/Mohammed_Boudiaf_Ain_El_Bey
Djanet  Djanet,Algeria,DZ,Inedbirenne,http://airportsbase.org/Algeria/all/Djanet/Inedbirenne,DAAJ,DJG,"24° 27' 0"" N","9° 30' 0"" E",http://airportsbase.org/Algeria/all/Djanet/Inedbirenne
Djelfa (El Djelfa  Djelfa (El Djelfa,Algeria,DZ,Airport of Djelfa (El Djelfa),http://airportsbase.org/Algeria/all/Djelfa_El_Djelfa/Airport_of_Djelfa_El_Djelfa,DAFI,QDJ,,,http://airportsbase.org/Algeria/all/Djelfa_El_Djelfa/Airport_of_Djelfa_El_Djelfa
Dra El Mizan  Dra El Mizan,Algeria,DZ,Airport of Dra El Mizan,http://airportsbase.org/Algeria/all/Dra_El_Mizan/Airport_of_Dra_El_Mizan, ,ZZD,,,http://airportsbase.org/Algeria/all/Dra_El_Mizan/Airport_of_Dra_El_Mizan
Ech Cheliff  Ech Cheliff,Algeria,DZ,Ech-Cheliff,http://airportsbase.org/Algeria/all/Ech_Cheliff/Ech-Cheliff,DAOI,QAS,"36° 12' 45.57"" N","001° 19' 54.39"" E",http://airportsbase.org/Algeria/all/Ech_Cheliff/Ech-Cheliff
El Eulma  El Eulma,Algeria,DZ,Off-Line Point,http://airportsbase.org/Algeria/all/El_Eulma/Off-Line_Point, ,ZAE,,,http://airportsbase.org/Algeria/all/El_Eulma/Off-Line_Point
El Ghazauet  El Ghazauet,Algeria,DZ,Off-Line Point,http://airportsbase.org/Algeria/all/El_Ghazauet/Off-Line_Point, ,QAG,,,http://airportsbase.org/Algeria/all/El_Ghazauet/Off-Line_Point
El Golea  El Golea,Algeria,DZ,El Golea,http://airportsbase.org/Algeria/all/El_Golea/El_Golea,DAUE,ELG,"30° 34' 17"" N","2° 51' 35"" E",http://airportsbase.org/Algeria/all/El_Golea/El_Golea
Fiti'Uta Village  Fiti'Uta Village,American,AS,Tau Island Airport,http://airportsbase.org/American_Samoa/all/Fiti_Uta_Village/Tau_Island_Airport, ,TAV,"14° 13' 45"" S","169° 30' 40"" W",http://airportsbase.org/American_Samoa/all/Fiti_Uta_Village/Tau_Island_Airport
Fitiuta  Fitiuta,American,AS,Fitiuta,http://airportsbase.org/American_Samoa/all/Fitiuta/Fitiuta,NSFQ,FTI,"14° 13' 02.04"" S","169° 25' 31.62"" W",http://airportsbase.org/American_Samoa/all/Fitiuta/Fitiuta
Ofu Village  Ofu Village,American,AS,Ofu Airport,http://airportsbase.org/American_Samoa/all/Ofu_Village/Ofu_Airport,NSAS,Z08,,,http://airportsbase.org/American_Samoa/all/Ofu_Village/Ofu_Airport
Pago Pago  Pago Pago,American,AS,Pago Pago Intl Airport,http://airportsbase.org/American_Samoa/all/Pago_Pago/Pago_Pago_Intl_Airport,NSTU,PPG,"14° 20' 0"" S","170° 43' 0"" W",http://airportsbase.org/American_Samoa/all/Pago_Pago/Pago_Pago_Intl_Airport
Tau Village  Tau Village,American,AS,Tau Airport,http://airportsbase.org/American_Samoa/all/Tau_Village/Tau_Airport, ,HI36,,,http://airportsbase.org/American_Samoa/all/Tau_Village/Tau_Airport
"Vaoto, Ofu Island  Vaoto, Ofu Island",American,AS,Ofu Island Airstrip,http://airportsbase.org/American_Samoa/all/Vaoto_Ofu_Island/Ofu_Island_Airstrip, ,OFU,"14° 11' 4"" S","169° 40' 12"" W",http://airportsbase.org/American_Samoa/all/Vaoto_Ofu_Island/Ofu_Island_Airstrip
Andorra La Vella  Andorra La Vella,Andorra,AD,Andorra La Vella,http://airportsbase.org/Andorra/all/Andorra_La_Vella/Andorra_La_Vella, ,ALV,"42° 30' 0"" N","1° 31' 0"" E",http://airportsbase.org/Andorra/all/Andorra_La_Vella/Andorra_La_Vella
Ambriz  Ambriz,Angola,AO,Ambriz,http://airportsbase.org/Angola/all/Ambriz/Ambriz,FNAM,AAZ,"7° 51' 44"" S","13° 6' 58"" E",http://airportsbase.org/Angola/all/Ambriz/Ambriz
Andulo  Andulo,Angola,AO,Andulo,http://airportsbase.org/Angola/all/Andulo/Andulo,FNAL,ANL,"11° 30' 0"" S","16° 45' 0"" E",http://airportsbase.org/Angola/all/Andulo/Andulo
Bailundo  Bailundo,Angola,AO,Bailundo,http://airportsbase.org/Angola/all/Bailundo/Bailundo,FNBD,,,,http://airportsbase.org/Angola/all/Bailundo/Bailundo
Balombo  Balombo,Angola,AO,Balombo,http://airportsbase.org/Angola/all/Balombo/Balombo,FNBB,,,,http://airportsbase.org/Angola/all/Balombo/Balombo
Benguela (Benguella  Benguela (Benguella,Angola,AO,17th of November Airport,http://airportsbase.org/Angola/all/Benguela_Benguella/17th_of_November_Airport,FNBG,BUG,"12° 36' 32"" S","13° 24' 13"" E",http://airportsbase.org/Angola/all/Benguela_Benguella/17th_of_November_Airport
Cabinda (Kabinda  Cabinda (Kabinda,Angola,AO,Cabinda,http://airportsbase.org/Angola/all/Cabinda_Kabinda/Cabinda,FNCA,CAB,"05° 35' 49.17"" S","012° 11' 18.07"" E",http://airportsbase.org/Angola/all/Cabinda_Kabinda/Cabinda
Caconda  Caconda,Angola,AO,Caconda,http://airportsbase.org/Angola/all/Caconda/Caconda,FNCD,,,,http://airportsbase.org/Angola/all/Caconda/Caconda
Cafunfo  Cafunfo,Angola,AO,Cafunfo,http://airportsbase.org/Angola/all/Cafunfo/Cafunfo,FNCF,CFF,"8° 46' 0"" S","18° 0' 0"" E",http://airportsbase.org/Angola/all/Cafunfo/Cafunfo
Camaxilo  Camaxilo,Angola,AO,Airport of Camaxilo,http://airportsbase.org/Angola/all/Camaxilo/Airport_of_Camaxilo,FNCX,CXM,,,http://airportsbase.org/Angola/all/Camaxilo/Airport_of_Camaxilo
Cangamba  Cangamba,Angola,AO,Cangamba,http://airportsbase.org/Angola/all/Cangamba/Cangamba, ,CNZ,"13° 41' 0"" S","19° 53' 0"" E",http://airportsbase.org/Angola/all/Cangamba/Cangamba
Capanda  Capanda,Angola,AO,Capanda,http://airportsbase.org/Angola/all/Capanda/Capanda,FNCP,KNP,"9° 46' 1"" S","15° 27' 1"" E",http://airportsbase.org/Angola/all/Capanda/Capanda
Catoca  Catoca,Angola,AO,Catoca,http://airportsbase.org/Angola/all/Catoca/Catoca,FNTO,,,,http://airportsbase.org/Angola/all/Catoca/Catoca
Catumbela/Lobito  Catumbela/Lobito,Angola,AO,Catumbela,http://airportsbase.org/Angola/all/Catumbela_Lobito/Catumbela,FNCT,CBT,"12° 29' 0"" S","13° 29' 0"" E",http://airportsbase.org/Angola/all/Catumbela_Lobito/Catumbela
Cazombo  Cazombo,Angola,AO,Cazombo,http://airportsbase.org/Angola/all/Cazombo/Cazombo,FNCZ,CAV,"11° 53' 0"" S","22° 56' 0"" E",http://airportsbase.org/Angola/all/Cazombo/Cazombo
Chiluange  Chiluange,Angola,AO,Chiluange,http://airportsbase.org/Angola/all/Chiluange/Chiluange,FNCE,,,,http://airportsbase.org/Angola/all/Chiluange/Chiluange
Chitato  Chitato,Angola,AO,Chitato,http://airportsbase.org/Angola/all/Chitato/Chitato,FNCH,PGI,"7° 21' 0"" S","20° 57' 0"" E",http://airportsbase.org/Angola/all/Chitato/Chitato
Chitembo  Chitembo,Angola,AO,Chitembo,http://airportsbase.org/Angola/all/Chitembo/Chitembo,FNCO,,,,http://airportsbase.org/Angola/all/Chitembo/Chitembo
Chongoroi  Chongoroi,Angola,AO,Chongoroi,http://airportsbase.org/Angola/all/Chongoroi/Chongoroi,FNCR,,,,http://airportsbase.org/Angola/all/Chongoroi/Chongoroi
Cubal  Cubal,Angola,AO,Cubal,http://airportsbase.org/Angola/all/Cubal/Cubal,FNCL,,,,http://airportsbase.org/Angola/all/Cubal/Cubal
Cuito Cuanavale  Cuito Cuanavale,Angola,AO,Cuito Cuanavale,http://airportsbase.org/Angola/all/Cuito_Cuanavale/Cuito_Cuanavale,FNCV,CTI,"15° 10' 0"" S","19° 10' 0"" E",http://airportsbase.org/Angola/all/Cuito_Cuanavale/Cuito_Cuanavale
Dirico  Dirico,Angola,AO,Dirico,http://airportsbase.org/Angola/all/Dirico/Dirico, ,DRC,"17° 58' 0"" S","20° 47' 0"" E",http://airportsbase.org/Angola/all/Dirico/Dirico
Dundo (Dondo  Dundo (Dondo,Angola,AO,Dundo,http://airportsbase.org/Angola/all/Dundo_Dondo/Dundo,FNDU,DUE,"07° 24' 03.21"" S","020° 49' 06.53"" E",http://airportsbase.org/Angola/all/Dundo_Dondo/Dundo
Ganda  Ganda,Angola,AO,Ganda,http://airportsbase.org/Angola/all/Ganda/Ganda,FNGD,,,,http://airportsbase.org/Angola/all/Ganda/Ganda
Huambo (Nova Lisboa  Huambo (Nova Lisboa,Angola,AO,Albano Machado,http://airportsbase.org/Angola/all/Huambo_Nova_Lisboa/Albano_Machado,FNHU,NOV,"12° 48' 31.96"" S","015° 45' 37.97"" E",http://airportsbase.org/Angola/all/Huambo_Nova_Lisboa/Albano_Machado
Jamba  Jamba,Angola,AO,Airport of Jamba,http://airportsbase.org/Angola/all/Jamba/Airport_of_Jamba,FNJB,,,,http://airportsbase.org/Angola/all/Jamba/Airport_of_Jamba
Kangamba  Kangamba,Angola,AO,Airport of Kangamba,http://airportsbase.org/Angola/all/Kangamba/Airport_of_Kangamba, ,KGT,,,http://airportsbase.org/Angola/all/Kangamba/Airport_of_Kangamba
Kariango  Kariango,Angola,AO,Kariango,http://airportsbase.org/Angola/all/Kariango/Kariango,FNKR,,,,http://airportsbase.org/Angola/all/Kariango/Kariango
Kuito  Kuito,Angola,AO,Kuito (Silva Porto),http://airportsbase.org/Angola/all/Kuito/Kuito_Silva_Porto,FNKU,SVP,"12° 24' 17"" S","16° 56' 51"" E",http://airportsbase.org/Angola/all/Kuito/Kuito_Silva_Porto
Licua  Licua,Angola,AO,Licua,http://airportsbase.org/Angola/all/Licua/Licua,FNLC,,,,http://airportsbase.org/Angola/all/Licua/Licua
Lobito  Lobito,Angola,AO,Lobito,http://airportsbase.org/Angola/all/Lobito/Lobito,FNLB,,"12° 22' 16.44"" S","013° 32' 11.85"" E",http://airportsbase.org/Angola/all/Lobito/Lobito
Londuimbale  Londuimbale,Angola,AO,Londuimbale,http://airportsbase.org/Angola/all/Londuimbale/Londuimbale,FNLO,,,,http://airportsbase.org/Angola/all/Londuimbale/Londuimbale
Lorembo  Lorembo,Angola,AO,Lorembo,http://airportsbase.org/Angola/all/Lorembo/Lorembo,FNLM,,,,http://airportsbase.org/Angola/all/Lorembo/Lorembo
Luanda  Luanda,Angola,AO,Aeroporto 4 de Fevereiro (Belas),http://airportsbase.org/Angola/all/Luanda/Aeroporto_4_de_Fevereiro_Belas,FNLU,LAD,"8° 51' 0"" S","13° 14' 0"" E",http://airportsbase.org/Angola/all/Luanda/Aeroporto_4_de_Fevereiro_Belas
Luau (Luao  Luau (Luao,Angola,AO,Luau,http://airportsbase.org/Angola/all/Luau_Luao/Luau, ,UAL,"10° 47' 0"" S","20° 30' 0"" E",http://airportsbase.org/Angola/all/Luau_Luao/Luau
Lubango (Sa Da Bandeira  Lubango (Sa Da Bandeira,Angola,AO,Lubango,http://airportsbase.org/Angola/all/Lubango_Sa_Da_Bandeira/Lubango,FNUB,SDD,"14° 55' 29.04"" S","013° 34' 30.08"" E",http://airportsbase.org/Angola/all/Lubango_Sa_Da_Bandeira/Lubango
Lucapa (Lukapa  Lucapa (Lukapa,Angola,AO,Lukapa,http://airportsbase.org/Angola/all/Lucapa_Lukapa/Lukapa,FNLK,LBZ,"8° 25' 0"" S","20° 45' 0"" E",http://airportsbase.org/Angola/all/Lucapa_Lukapa/Lukapa
Luena (Luso Lwena  Luena (Luso Lwena,Angola,AO,Luena,http://airportsbase.org/Angola/all/Luena_Luso_Lwena/Luena,FNUE,LUO,"11° 46' 05.11"" S","019° 53' 51.62"" E",http://airportsbase.org/Angola/all/Luena_Luso_Lwena/Luena
Lumbala  Lumbala,Angola,AO,N'Guimbo,http://airportsbase.org/Angola/all/Lumbala/N_Guimbo,FNBL,GGC,"14° 7' 0"" S","21° 26' 0"" E",http://airportsbase.org/Angola/all/Lumbala/N_Guimbo
Lumenge  Lumenge,Angola,AO,Lumenge,http://airportsbase.org/Angola/all/Lumenge/Lumenge,FNLG,,,,http://airportsbase.org/Angola/all/Lumenge/Lumenge
Luzamba  Luzamba,Angola,AO,Luzamba,http://airportsbase.org/Angola/all/Luzamba/Luzamba,FNLZ,LZM,"09° 06' 57.44"" S","018° 02' 57.64"" E",http://airportsbase.org/Angola/all/Luzamba/Luzamba
The Valley  The Valley,Anguilla,AI,Wallblake Airport,http://airportsbase.org/Anguilla/all/The_Valley/Wallblake_Airport,TQPF,AXA,"18° 12' 17.40"" N","063° 03' 18.30"" W",http://airportsbase.org/Anguilla/all/The_Valley/Wallblake_Airport
Ice Runway  Ice Runway,Antarctica,AQ,New Zealand Antarctic Station,http://airportsbase.org/Antarctica/all/Ice_Runway/New_Zealand_Antarctic_Station,NZIR,,"77° 51' 14.22"" S","166° 28' 07.54"" E",http://airportsbase.org/Antarctica/all/Ice_Runway/New_Zealand_Antarctic_Station
Isla Rey Jorge  Isla Rey Jorge,Antarctica,AQ,Pete Eduardo Frei Montalva,http://airportsbase.org/Antarctica/all/Isla_Rey_Jorge/Pete_Eduardo_Frei_Montalva,SCEF,,,,http://airportsbase.org/Antarctica/all/Isla_Rey_Jorge/Pete_Eduardo_Frei_Montalva
Mcmurdo Station  Mcmurdo Station,Antarctica,AQ,MCMURDO STATION,http://airportsbase.org/Antarctica/all/Mcmurdo_Station/MCMURDO_STATION,NZWD,,"77° 52' 02.49"" S","167° 03' 23.66"" E",http://airportsbase.org/Antarctica/all/Mcmurdo_Station/MCMURDO_STATION
Pegasus Field  Pegasus Field,Antarctica,AQ,New Zealand Antarctic Station,http://airportsbase.org/Antarctica/all/Pegasus_Field/New_Zealand_Antarctic_Station,NZPG,,"77° 57' 48.39"" S","166° 31' 28.59"" E",http://airportsbase.org/Antarctica/all/Pegasus_Field/New_Zealand_Antarctic_Station
Petrel  Petrel,Antarctica,AQ,PETREL,http://airportsbase.org/Antarctica/all/Petrel/PETREL, ,,"63° 28' 44.30"" S","056° 13' 52.60"" W",http://airportsbase.org/Antarctica/all/Petrel/PETREL
South Pole  South Pole,Antarctica,AQ,New Zealand South Pole Station,http://airportsbase.org/Antarctica/all/South_Pole/New_Zealand_South_Pole_Station,NZSP,,"89° 59' 59.99"" S","000° 00' 00.00"" E",http://airportsbase.org/Antarctica/all/South_Pole/New_Zealand_South_Pole_Station
Teniente R. Marsh Martin  Teniente R. Marsh Martin,Antarctica,AQ,Teniente R. Marsh Martin,http://airportsbase.org/Antarctica/all/Teniente_R_Marsh_Martin/Teniente_R_Marsh_Martin,SCRM,TNM,"62° 11' 27"" S","58° 59' 12"" W",http://airportsbase.org/Antarctica/all/Teniente_R_Marsh_Martin/Teniente_R_Marsh_Martin
Terra Nova Bay  Terra Nova Bay,Antarctica,AQ,New Zealand Terra Nova Station,http://airportsbase.org/Antarctica/all/Terra_Nova_Bay/New_Zealand_Terra_Nova_Station,NZTB,,,,http://airportsbase.org/Antarctica/all/Terra_Nova_Bay/New_Zealand_Terra_Nova_Station
Coco Point  Coco Point,Antigua,AG,Coco Point Lodge,http://airportsbase.org/Antigua_And_Barbuda/all/Coco_Point/Coco_Point_Lodge,TAPT,,,,http://airportsbase.org/Antigua_And_Barbuda/all/Coco_Point/Coco_Point_Lodge
Codrington  Codrington,Antigua,AG,Barbuda Airport,http://airportsbase.org/Antigua_And_Barbuda/all/Codrington/Barbuda_Airport,TAPH,BBQ,"17° 36' 0"" N","61° 47' 0"" W",http://airportsbase.org/Antigua_And_Barbuda/all/Codrington/Barbuda_Airport
Saint Johns  Saint Johns,Antigua,AG,V.C.Bird International,http://airportsbase.org/Antigua_And_Barbuda/all/Saint_Johns/V_C_Bird_International,TAPA,ANU,"17° 8' 12"" N","61° 47' 34"" W",http://airportsbase.org/Antigua_And_Barbuda/all/Saint_Johns/V_C_Bird_International
Alto Rio Senguerr  Alto Rio Senguerr,Argentina,AR,D. Casimiro Szlapelis,http://airportsbase.org/Argentina/all/Alto_Rio_Senguerr/D_Casimiro_Szlapelis,SAVR,ARR,"45° 10' 0"" S","71° 0' 0"" W",http://airportsbase.org/Argentina/all/Alto_Rio_Senguerr/D_Casimiro_Szlapelis
Andalgala  Andalgala,Argentina,AR,ANDALGALA,http://airportsbase.org/Argentina/all/Andalgala/ANDALGALA, ,,"27° 37' 54.00"" S","066° 21' 03.00"" W",http://airportsbase.org/Argentina/all/Andalgala/ANDALGALA
Apostoles  Apostoles,Argentina,AR,APOSTOLES,http://airportsbase.org/Argentina/all/Apostoles/APOSTOLES, ,,"27° 54' 11.67"" S","055° 45' 55.85"" W",http://airportsbase.org/Argentina/all/Apostoles/APOSTOLES
Aracaju  Aracaju,Argentina,AR,Santa Maria,http://airportsbase.org/Argentina/all/Aracaju/Santa_Maria,SBAR,AJU,"26° 40' 24.37"" S","066° 01' 26.41"" W",http://airportsbase.org/Argentina/all/Aracaju/Santa_Maria
Ascochinga  Ascochinga,Argentina,AR,Airport of Ascochinga,http://airportsbase.org/Argentina/all/Ascochinga/Airport_of_Ascochinga,SACN,,,,http://airportsbase.org/Argentina/all/Ascochinga/Airport_of_Ascochinga
Azul  Azul,Argentina,AR,Airport of Azul,http://airportsbase.org/Argentina/all/Azul/Airport_of_Azul,SAZA,,,,http://airportsbase.org/Argentina/all/Azul/Airport_of_Azul
Bahia Blanca  Bahia Blanca,Argentina,AR,Comandante Espora Nas,http://airportsbase.org/Argentina/all/Bahia_Blanca/Comandante_Espora_Nas,SAZB,BHI,"38° 43' 0"" S","62° 11' 0"" W",http://airportsbase.org/Argentina/all/Bahia_Blanca/Comandante_Espora_Nas
Balcarce  Balcarce,Argentina,AR,ESTANCIA LA ESTRELLA,http://airportsbase.org/Argentina/all/Balcarce/ESTANCIA_LA_ESTRELLA, ,,"37° 33' 33.92"" S","058° 39' 57.62"" W",http://airportsbase.org/Argentina/all/Balcarce/ESTANCIA_LA_ESTRELLA
Base Belgrano Ii  Base Belgrano Ii,Argentina,AR,Airport of Base Belgrano Ii,http://airportsbase.org/Argentina/all/Base_Belgrano_Ii/Airport_of_Base_Belgrano_Ii,SAYB,,,,http://airportsbase.org/Argentina/all/Base_Belgrano_Ii/Airport_of_Base_Belgrano_Ii
Base Esperanza  Base Esperanza,Argentina,AR,Airport of Base Esperanza,http://airportsbase.org/Argentina/all/Base_Esperanza/Airport_of_Base_Esperanza,SAYE,,,,http://airportsbase.org/Argentina/all/Base_Esperanza/Airport_of_Base_Esperanza
Base Jubany  Base Jubany,Argentina,AR,Airport of Base Jubany,http://airportsbase.org/Argentina/all/Base_Jubany/Airport_of_Base_Jubany,SAYJ,,,,http://airportsbase.org/Argentina/all/Base_Jubany/Airport_of_Base_Jubany
Base Marambio  Base Marambio,Argentina,AR,BASE MARAMBIO,http://airportsbase.org/Argentina/all/Base_Marambio/BASE_MARAMBIO,SAWB,,"64° 14' 18.01"" S","056° 37' 51.00"" W",http://airportsbase.org/Argentina/all/Base_Marambio/BASE_MARAMBIO
Base Matienzo  Base Matienzo,Argentina,AR,Airport of Base Matienzo,http://airportsbase.org/Argentina/all/Base_Matienzo/Airport_of_Base_Matienzo,SAWZ,,,,http://airportsbase.org/Argentina/all/Base_Matienzo/Airport_of_Base_Matienzo
Base Orcadas Del Sur  Base Orcadas Del Sur,Argentina,AR,Airport of Base Orcadas Del Sur,http://airportsbase.org/Argentina/all/Base_Orcadas_Del_Sur/Airport_of_Base_Orcadas_Del_Sur,SAYO,,,,http://airportsbase.org/Argentina/all/Base_Orcadas_Del_Sur/Airport_of_Base_Orcadas_Del_Sur
Base San Martin  Base San Martin,Argentina,AR,Airport of Base San Martin,http://airportsbase.org/Argentina/all/Base_San_Martin/Airport_of_Base_San_Martin,SAYS,,,,http://airportsbase.org/Argentina/all/Base_San_Martin/Airport_of_Base_San_Martin
Bellavista  Bellavista,Argentina,AR,Bellavista,http://airportsbase.org/Argentina/all/Bellavista/Bellavista,SPBL,BLP,"28° 31' 34.40"" S","059° 02' 18.70"" W",http://airportsbase.org/Argentina/all/Bellavista/Bellavista
Bernardo De Irigoyen  Bernardo De Irigoyen,Argentina,AR,Airport of Bernardo De Irigoyen,http://airportsbase.org/Argentina/all/Bernardo_De_Irigoyen/Airport_of_Bernardo_De_Irigoyen,SATI,,,,http://airportsbase.org/Argentina/all/Bernardo_De_Irigoyen/Airport_of_Bernardo_De_Irigoyen
Bolivar  Bolivar,Argentina,AR,Bolivar,http://airportsbase.org/Argentina/all/Bolivar/Bolivar,SAZI,,"36° 11' 11.74"" S","061° 04' 34.92"" W",http://airportsbase.org/Argentina/all/Bolivar/Bolivar
Bragado  Bragado,Argentina,AR,Airport of Bragado,http://airportsbase.org/Argentina/all/Bragado/Airport_of_Bragado, ,QRF,,,http://airportsbase.org/Argentina/all/Bragado/Airport_of_Bragado
Buenos Aires  Buenos Aires,Argentina,AR,Aeroparque Jorge Newbery,http://airportsbase.org/Argentina/all/Buenos_Aires/Aeroparque_Jorge_Newbery,SABE,AEP,"34° 33' 33"" S","58° 24' 56"" W",http://airportsbase.org/Argentina/all/Buenos_Aires/Aeroparque_Jorge_Newbery
Buta Ranquil  Buta Ranquil,Argentina,AR,EL PORTON,http://airportsbase.org/Argentina/all/Buta_Ranquil/EL_PORTON, ,,"37° 11' 41.94"" S","069° 36' 34.09"" W",http://airportsbase.org/Argentina/all/Buta_Ranquil/EL_PORTON
Caa Cati General Paz  Caa Cati General Paz,Argentina,AR,Airport of Caa Cati General Paz,http://airportsbase.org/Argentina/all/Caa_Cati_General_Paz/Airport_of_Caa_Cati_General_Paz,SARG,,,,http://airportsbase.org/Argentina/all/Caa_Cati_General_Paz/Airport_of_Caa_Cati_General_Paz
Cachi  Cachi,Argentina,AR,CACHI,http://airportsbase.org/Argentina/all/Cachi/CACHI, ,,"25° 06' 18.02"" S","066° 09' 25.89"" W",http://airportsbase.org/Argentina/all/Cachi/CACHI
Cafayate  Cafayate,Argentina,AR,CAFAYATE,http://airportsbase.org/Argentina/all/Cafayate/CAFAYATE, ,,"26° 03' 21.86"" S","065° 56' 12.72"" W",http://airportsbase.org/Argentina/all/Cafayate/CAFAYATE
Caleta Olivia  Caleta Olivia,Argentina,AR,Caleta Olivia,http://airportsbase.org/Argentina/all/Caleta_Olivia/Caleta_Olivia, ,CVI,"46° 26' 0"" S","67° 31' 0"" W",http://airportsbase.org/Argentina/all/Caleta_Olivia/Caleta_Olivia
Calilegua  Calilegua,Argentina,AR,CALILEGUA,http://airportsbase.org/Argentina/all/Calilegua/CALILEGUA, ,,"23° 46' 55.84"" S","064° 45' 02.40"" W",http://airportsbase.org/Argentina/all/Calilegua/CALILEGUA
Campo De Mayo  Campo De Mayo,Argentina,AR,CAMPO DE MAYO,http://airportsbase.org/Argentina/all/Campo_De_Mayo/CAMPO_DE_MAYO,SADO,,"34° 32' 03.98"" S","058° 40' 18.25"" W",http://airportsbase.org/Argentina/all/Campo_De_Mayo/CAMPO_DE_MAYO
Carmen De Patagones  Carmen De Patagones,Argentina,AR,Carmen de Patagones,http://airportsbase.org/Argentina/all/Carmen_De_Patagones/Carmen_de_Patagones, ,CPG,"40° 48' 0"" S","62° 59' 0"" W",http://airportsbase.org/Argentina/all/Carmen_De_Patagones/Carmen_de_Patagones
Catamarca  Catamarca,Argentina,AR,Catamarca,http://airportsbase.org/Argentina/all/Catamarca/Catamarca,SANC,CTC,"28° 35' 35.57"" S","065° 45' 03.33"" W",http://airportsbase.org/Argentina/all/Catamarca/Catamarca
Caviahue  Caviahue,Argentina,AR,Caviahue,http://airportsbase.org/Argentina/all/Caviahue/Caviahue,SAHE,CVH,"37° 55' 0"" S","71° 0' 50"" W",http://airportsbase.org/Argentina/all/Caviahue/Caviahue
Ceres  Ceres,Argentina,AR,Ceres,http://airportsbase.org/Argentina/all/Ceres/Ceres,SANW,CRR,"29° 52' 0"" S","61° 50' 0"" W",http://airportsbase.org/Argentina/all/Ceres/Ceres
Cerro Catedral  Cerro Catedral,Argentina,AR,Airport of Cerro Catedral,http://airportsbase.org/Argentina/all/Cerro_Catedral/Airport_of_Cerro_Catedral,SAZK,,,,http://airportsbase.org/Argentina/all/Cerro_Catedral/Airport_of_Cerro_Catedral
